ci_covered,ci_lower,ci_upper,ess,hpd_covered,hpd_lower,hpd_upper,interval,mean,method,red_fac,replicate,true,seed
True,0.0028194110985081053,0.00459546348956968,2979.3605699670093,True,0.0028667253315728058,0.004627908916162897,0.95,0.0037264818256550186,ecoevolity,1.0007237968069036,0,0.0043835739315530725,seed1234
True,0.003488778769477314,0.004529098698370906,128.04019664304053,True,0.0034701984372252515,0.004507200854454068,0.95,0.003977487986543299,starbeast,1.000954063567458,0,0.0043835739315530725,seed1234
True,0.03320605389931276,0.037125038497779504,2933.7731278080187,True,0.03349735616818418,0.03736076620619106,0.95,0.035429955290764405,ecoevolity,1.000616285452006,1,0.03544497654951094,seed1234
True,0.03315051799131269,0.036803690506689496,130.60759292815365,True,0.03320006889596296,0.03683414193547527,0.95,0.03509538843505892,starbeast,1.0832216267457444,1,0.03544497654951094,seed1234
True,0.10629022112207144,0.11144682627162528,4000.0,True,0.10638236392495548,0.11147368733882924,0.95,0.1090503622152218,ecoevolity,1.0006816324363472,2,0.10822624972172563,seed1234
True,0.10603188193014994,0.11147243048231167,170.9852679238244,True,0.10610387498378028,0.11150869908963497,0.95,0.10898262899149544,starbeast,1.0258648252082958,2,0.10822624972172563,seed1234
True,0.005736572690896061,0.015672637461135102,96.81391524004002,True,0.0112866289955595,0.016139925933019526,0.95,0.013814414743767921,ecoevolity,1.0858026298254424,3,0.014490861402101415,seed1234
True,0.01320189939749372,0.015547927646662909,122.95453588764704,True,0.013205242920580946,0.01554875275601429,0.95,0.014406787161234957,starbeast,1.0065331240833344,3,0.014490861402101415,seed1234
True,0.06084652031062161,0.06517928650245924,4000.0,True,0.061137506726927214,0.06532509415479944,0.95,0.0631927134121726,ecoevolity,1.0000882805497793,4,0.06511957501726992,seed1234
False,0.061476948300732887,0.06489576212609888,233.247104225083,False,0.06152289575156216,0.06491812986614934,0.95,0.06326717399331383,starbeast,1.0169167548905127,4,0.06511957501726992,seed1234
True,0.03548696536584857,0.03949232270964026,2629.5449454538416,True,0.03579587980738084,0.03968116011236696,0.95,0.037810951255493566,ecoevolity,0.9998009007029708,5,0.03848683679164541,seed1234
True,0.036386444481252674,0.039242611454132124,169.75098044265812,True,0.03633614705359543,0.039180630364434414,0.95,0.03786468292119632,starbeast,1.0175032797411228,5,0.03848683679164541,seed1234
True,0.03406449658180628,0.03794144531823968,3785.7137372554894,True,0.0341386031632518,0.037964801806600786,0.95,0.03627650343838519,ecoevolity,0.9996467144727652,6,0.03535265134595888,seed1234
True,0.03500839398498054,0.03815663729721907,137.27827178992644,True,0.035055454425910675,0.03819591587186806,0.95,0.03666931486654654,starbeast,1.001428158687684,6,0.03535265134595888,seed1234
True,0.07637191220985096,0.08094488473003196,4000.0,True,0.07656287588350863,0.08108410197372848,0.95,0.07883280383176143,ecoevolity,0.999544235913648,7,0.07804966872344306,seed1234
True,0.07688462909820938,0.08096479274146492,203.7063941580962,True,0.07718169785760759,0.0811803912014193,0.95,0.07919707779333275,starbeast,1.078315766614698,7,0.07804966872344306,seed1234
True,0.037261541523497685,0.04119174926874165,4000.0,True,0.03736589944801838,0.041218777435694035,0.95,0.03945517498291963,ecoevolity,0.9995321924340252,8,0.04028234151464384,seed1234
True,0.03789769882820766,0.04093318910092253,155.52103404299876,True,0.03791807156522867,0.040949498953900855,0.95,0.03954325959277679,starbeast,1.0990288874650984,8,0.04028234151464384,seed1234
True,0.03305850284943905,0.03709862489348344,3923.0644558372137,True,0.033325115598100204,0.037243975241398206,0.95,0.03539796201555697,ecoevolity,0.9995967694177328,9,0.0353280450365036,seed1234
True,0.033636572740745684,0.03660828327634248,159.23786273199553,True,0.03358807334641743,0.03655119672059238,0.95,0.035204117859546705,starbeast,1.0009793318011102,9,0.0353280450365036,seed1234
True,0.03767635886824972,0.04160696084404671,4000.0,True,0.037987398920577765,0.04177527715352417,0.95,0.039902596557734114,ecoevolity,0.9996033362292784,10,0.04015740351672345,seed1234
True,0.03862290286439458,0.04171842448107449,144.11606031865475,True,0.03866143388299244,0.04174361309786875,0.95,0.04029241056214665,starbeast,1.1880540581664394,10,0.04015740351672345,seed1234
True,0.010900342313690414,0.015499445788562785,1829.622087400124,True,0.011437747548152643,0.015690075289825973,0.95,0.013795099150283045,ecoevolity,1.0023534327477004,11,0.014724288700888754,seed1234
True,0.013364068979588023,0.015404529612251534,126.39861125104929,True,0.013408342238356944,0.01543632690592566,0.95,0.014418166941753097,starbeast,1.0062138214047438,11,0.014724288700888754,seed1234
True,0.015018706949226891,0.01869033587080544,2929.3595863141795,True,0.01537378468737624,0.018903247983634217,0.95,0.017180405333474376,ecoevolity,0.9995426683265104,12,0.017304496999608742,seed1234
True,0.016417145075149346,0.01852901148686766,146.5649826488505,True,0.016504318983000917,0.01858655803228275,0.95,0.017520585033065156,starbeast,1.1570651493946196,12,0.017304496999608742,seed1234
True,0.0024965042888669747,0.0051095820565880004,1792.3841979405981,True,0.0024348292152863394,0.004979479682820626,0.95,0.0035305778505679572,ecoevolity,1.000638982565856,13,0.0042038653993983965,seed1234
True,0.0037070258932461408,0.004576425607816262,199.90807461257717,True,0.003694098375280858,0.0045542029540491,0.95,0.004122905718583929,starbeast,1.0017752159020976,13,0.0042038653993983965,seed1234
True,0.008907935075045345,0.012928830424639036,2079.144720371084,True,0.00938128943328205,0.013152219309808729,0.95,0.01136146495240407,ecoevolity,1.0004731905591295,14,0.012657734913255794,seed1234
True,0.010792122820498868,0.012700794167183982,133.757804187155,True,0.010790660594714984,0.01269870163961042,0.95,0.01178922352376404,starbeast,1.0884558411503742,14,0.012657734913255794,seed1234
True,0.00373494100226648,0.007540432855203692,1349.4819251258346,True,0.003985260040174044,0.007702792415347916,0.95,0.005944257946412293,ecoevolity,1.001467268452197,15,0.007103764958748393,seed1234
True,0.005958410221829558,0.007342128444130023,144.85566823026704,True,0.005974196102344419,0.007354824292642352,0.95,0.006623881217594834,starbeast,1.0134966096269968,15,0.007103764958748393,seed1234
True,0.06893773036435576,0.07350083877586001,4000.0,True,0.0691403518307773,0.07366860972317171,0.95,0.07144593858227251,ecoevolity,1.0003522276968806,16,0.0701093156011059,seed1234
True,0.0696036010515601,0.07342579693705477,185.68311205079686,True,0.06967817253900258,0.07347733211352178,0.95,0.07154836668438347,starbeast,1.0727523408232955,16,0.0701093156011059,seed1234
True,0.008449199503248876,0.013811801353955235,1490.2147432129364,True,0.009308631869901052,0.014183531089489287,0.95,0.011928024249694852,ecoevolity,0.9998688628582056,17,0.012512975091822885,seed1234
