ci_covered,ci_lower,ci_upper,ess,hpd_covered,hpd_lower,hpd_upper,interval,mean,method,red_fac,replicate,true,seed
True,0.0015209523345093194,0.018770713163023832,523.6585050660267,True,0.0010837828475788811,0.01687488730335619,0.95,0.007065750949060225,ecoevolity,1.0031050098552363,0,0.0043835739315530725,seed1234
False,0.04466343465108877,0.19696159218722467,4000.0,True,0.03229165147392602,0.1744896375740674,0.95,0.10110373690907734,ecoevolity,1.0002752875841674,1,0.03544497654951094,seed1234
True,0.03522233089707365,0.1638506359655245,3279.190380808354,True,0.032353150927355225,0.15431490707475934,0.95,0.08536637734815766,ecoevolity,1.0001660725475907,2,0.10822624972172563,seed1234
True,0.008092564549221335,0.03391155939015112,3206.9307693206397,True,0.007264002523447139,0.032903183431268794,0.95,0.01911237076448677,ecoevolity,1.0005130985591906,3,0.014490861402101415,seed1234
True,0.024763688437992776,0.11147992283436968,4000.0,True,0.0217554819658246,0.10465040792918884,0.95,0.05897650752532116,ecoevolity,1.000885152552205,4,0.06511957501726992,seed1234
True,0.02370712616314559,0.091037860679062,3526.382293312333,True,0.01949545252396616,0.08404864763210554,0.95,0.050587109373994806,ecoevolity,0.999679798866576,5,0.03848683679164541,seed1234
True,0.025672085777343652,0.10677320100030553,2991.46730450495,True,0.023914376782094682,0.10063435601832783,0.95,0.057834852890705925,ecoevolity,1.0002898466522545,6,0.03535265134595888,seed1234
True,0.04554562688583889,0.2221242305772667,4000.0,True,0.04031900629925287,0.20798916819926566,0.95,0.11258961913647346,ecoevolity,0.9998224336780184,7,0.07804966872344306,seed1234
True,0.024935545193036486,0.11147320494561448,3682.6726489742855,True,0.0214287885245394,0.1039954233788344,0.95,0.05908198055754625,ecoevolity,0.9995895094625179,8,0.04028234151464384,seed1234
True,0.017558787474418726,0.07502872639960913,4000.0,True,0.01608503655145894,0.07112066764514073,0.95,0.04020632621007258,ecoevolity,1.000092661915711,9,0.0353280450365036,seed1234
True,0.028267643099273283,0.12115919588476007,4000.0,True,0.023190278843149063,0.11045160296895401,0.95,0.06444183337373102,ecoevolity,0.99973005605539,10,0.04015740351672345,seed1234
True,0.004458394576734342,0.0230574251350622,2704.6982984626848,True,0.004259769004209039,0.022592357616417518,0.95,0.013210525223470056,ecoevolity,1.0003156807382199,11,0.014724288700888754,seed1234
True,0.0064118688676619365,0.02636230866504731,4000.0,True,0.00591051404587415,0.025036867116290933,0.95,0.014695069932852503,ecoevolity,0.9997803544704034,12,0.017304496999608742,seed1234
True,0.0010148775397676331,0.004720941645885254,535.2434727948638,False,0.0007788682650641698,0.003822122499090784,0.95,0.0023012279142455303,ecoevolity,1.0110941493823102,13,0.0042038653993983965,seed1234
True,0.008359531069530012,0.029949926298391126,4000.0,True,0.007170495634303309,0.02818559810039505,0.95,0.017743587318315546,ecoevolity,0.9995279914360056,14,0.012657734913255794,seed1234
True,0.005742318185188264,0.024798437106051768,2926.986166655816,True,0.005188311623886697,0.02365817393431888,0.95,0.013718984103006936,ecoevolity,1.0000161027821373,15,0.007103764958748393,seed1234
