ci_covered,ci_lower,ci_upper,ess,hpd_covered,hpd_lower,hpd_upper,interval,mean,method,red_fac,replicate,taxon,true,seed
True,0.0006380266305042795,0.0027687079140552547,2767.9943192331734,True,0.0006238097255563168,0.002731861473997476,0.95,0.0016780301553658715,ecoevolity,1.0016470842006011,0,root,0.0011175658959692747,seed1234
False,0.0014269683847552112,0.001803912502969196,3653.2051059106775,False,0.0014353809673180401,0.0018103120236105073,0.95,0.0016258122366886222,ecoevolity,1.0003957233851652,0,T1,0.001964972857523616,seed1234
True,0.0007052409489544919,0.0008900440927916554,4000.0,True,0.0007023542376010949,0.00088475108225565,0.95,0.0007927314447686425,ecoevolity,0.999857586201033,0,T2,0.0008203855299292507,seed1234
True,0.0007297374810350561,0.001627276752268873,210.11348434821167,True,0.0007261842601485102,0.001616650612767943,0.95,0.0011622694400328045,starbeast,0.9999802975103188,0,root,0.0011175658959692747,seed1234
False,0.001493757328917426,0.0019021478068580254,1017.7310886664267,False,0.0014753336427083365,0.0018815821920893996,0.95,0.0016903740586489912,starbeast,1.0017742799467788,0,T1,0.001964972857523616,seed1234
True,0.0006974530368957111,0.0009244000822559051,601.0474205845072,True,0.0006963965792841821,0.000922454639792178,0.95,0.0008044868288375961,starbeast,0.9999190699392968,0,T2,0.0008203855299292507,seed1234
True,0.0007136023589737482,0.004769802143715456,2387.969753016761,True,0.0004775695250947213,0.004302382603694067,0.95,0.0022025787290988284,ecoevolity,1.0010226495130523,1,root,0.002018985332045553,seed1234
True,0.004525720663856664,0.005011653946844889,4000.0,True,0.004520013649183793,0.005003959715207542,0.95,0.004764800590617626,ecoevolity,0.9997841430793036,1,T1,0.004800941634702649,seed1234
True,0.0023978180047539853,0.002730428332375604,3222.9728538023683,True,0.0024077010412639497,0.002737471139414917,0.95,0.0025597108352822954,ecoevolity,1.0001059987402492,1,T2,0.002571585943528066,seed1234
True,0.000778479428928333,0.0026791133831726164,150.89293909710992,True,0.0007690593286018558,0.002661672852482385,0.95,0.0017408609278992974,starbeast,1.088710593936743,1,root,0.002018985332045553,seed1234
True,0.004088583518205208,0.004925114033160858,1679.9246683760737,True,0.004073950824465752,0.004907813396597398,0.95,0.00448512375215186,starbeast,1.0001598863088519,1,T1,0.004800941634702649,seed1234
True,0.002222057800478714,0.002741040902576344,981.1292050271657,True,0.0022049574827632443,0.0027203196382786627,0.95,0.0024680418820196273,starbeast,1.006511698959066,1,T2,0.002571585943528066,seed1234
True,0.0006444584200594824,0.004147869752928692,4000.0,True,0.00046757462885706457,0.0037921327232240867,0.95,0.0020283375863916105,ecoevolity,0.9997969385477534,2,root,0.002306820947050671,seed1234
True,0.0003405123894531471,0.0004685920617975172,3888.369422991661,True,0.0003380099525020937,0.00046475993009974177,0.95,0.0004013870293348237,ecoevolity,1.0002215187728407,2,T1,0.0004216826426026466,seed1234
False,0.0019188757834374835,0.0022144718550355627,3166.4387918127063,False,0.001914514365303081,0.002207001057217385,0.95,0.0020662682574200887,ecoevolity,0.9997688443873888,2,T2,0.0022349391616146128,seed1234
True,0.0011812802380320225,0.004170309470926311,141.8376567016074,True,0.00103897511426329,0.003896492549996472,0.95,0.0024535883764112217,starbeast,1.002572826227704,2,root,0.002306820947050671,seed1234
True,0.0003354191533277382,0.0004783239347977709,175.6999444767759,True,0.00033638888987653977,0.00047879054090041337,0.95,0.00040295048407516093,starbeast,1.0182085866146076,2,T1,0.0004216826426026466,seed1234
True,0.0018071579197608426,0.0022523414715619784,1058.8623238803004,True,0.0018066963446601281,0.0022511797299095814,0.95,0.0020205100306858194,starbeast,1.0059539718145272,2,T2,0.0022349391616146128,seed1234
True,0.0006504339812412779,0.0041642295494572325,3559.7859191455436,True,0.0004972357271892018,0.0037712594546810735,0.95,0.002036144714602036,ecoevolity,1.0011104149556382,3,root,0.0027856007729355234,seed1234
False,0.002306374564402041,0.002623640141010393,4000.0,False,0.0023071664573993482,0.002623894197336286,0.95,0.0024638547526745548,ecoevolity,0.999683395163548,3,T1,0.002743095260137527,seed1234
True,0.0011786311363688464,0.0014154365914263306,3240.8224389779475,False,0.0011749109196674801,0.0014090344438355302,0.95,0.001294684668925866,ecoevolity,0.9999108163885392,3,T2,0.0014098570657705767,seed1234
True,0.001393576811340058,0.004849074982997532,152.57510508668668,True,0.001440791636984904,0.00488503486876325,0.95,0.0030610047337255586,starbeast,1.006145141382359,3,root,0.0027856007729355234,seed1234
False,0.0021549807503668085,0.002664702639513273,1244.4827518974507,False,0.0021410480427341413,0.002648721592609205,0.95,0.0024007834866289018,starbeast,1.0028339510983455,3,T1,0.002743095260137527,seed1234
True,0.0011319645054165784,0.0014445504109897784,533.6473791749987,True,0.0011354149093801994,0.0014466044833357687,0.95,0.0012819000953357468,starbeast,0.999876959564104,3,T2,0.0014098570657705767,seed1234
