ci_covered,ci_lower,ci_upper,ess,hpd_covered,hpd_lower,hpd_upper,interval,mean,method,red_fac,replicate,taxon,true,seed
True,0.000700956537821526,0.004171837468106125,3895.483907659521,True,0.00059790474725615,0.0039643145179789185,0.95,0.002065167864456802,ecoevolity,1.0007060169127675,0,root,0.0011175658959692747,seed1234
True,0.001344540708185263,0.004574157648326404,2941.136180339994,True,0.0012500032078756845,0.004361118971296343,0.95,0.002711645625465713,ecoevolity,1.0004658775457729,0,T1,0.001964972857523616,seed1234
True,0.0007187551586387889,0.002563077906751649,3390.1876482058856,True,0.0006484554242865253,0.002424129980428628,0.95,0.0014846140836730028,ecoevolity,1.0002454696336622,0,T2,0.0008203855299292507,seed1234
True,0.0006531351615715275,0.004072402982628853,4000.0,True,0.0005071996069708396,0.0036696595614083946,0.95,0.0019939672687480665,ecoevolity,0.999806534178466,1,root,0.002018985332045553,seed1234
False,0.0012746411396994733,0.0044133347471619,3445.3748262749946,False,0.0011121286688941462,0.004120295153920422,0.95,0.0025475232333582076,ecoevolity,0.9999940542264912,1,T1,0.004800941634702649,seed1234
True,0.0008063001990904259,0.002898600103972812,3451.3920858758324,True,0.0007617070347090267,0.002800951788405361,0.95,0.0016678297025935315,ecoevolity,1.0002071133687902,1,T2,0.002571585943528066,seed1234
True,0.0006341495113571706,0.00404728151375143,3601.345213694453,True,0.0005538160045274399,0.003797968358465545,0.95,0.0020006044576926,ecoevolity,0.9997834078855709,2,root,0.002306820947050671,seed1234
False,0.0004426439449121785,0.002307884021640925,3984.6121599343237,True,0.000392075430174544,0.002127932490577876,0.95,0.0011573819668897352,ecoevolity,1.0000362284568722,2,T1,0.0004216826426026466,seed1234
True,0.0010050569765375974,0.0038068084899245155,4000.0,True,0.000966305804305342,0.0036647934611444602,0.95,0.002164680187552241,ecoevolity,1.0006974070131909,2,T2,0.0022349391616146128,seed1234
True,0.0006659576595002657,0.004094925995023633,4000.0,True,0.00053300677755119,0.003767642626653432,0.95,0.0020181639483246197,ecoevolity,1.0016590819542412,3,root,0.0027856007729355234,seed1234
True,0.0011331063216465768,0.004245527574053775,3785.647936034866,True,0.0009874959739058003,0.0039889559672735,0.95,0.0024250534402348737,ecoevolity,0.999935899516533,3,T1,0.002743095260137527,seed1234
True,0.0006655855968065548,0.002816534230290003,4000.0,True,0.0005857560730331584,0.0026386757280122486,0.95,0.0015217400917227615,ecoevolity,1.000194331299722,3,T2,0.0014098570657705767,seed1234
True,0.0006750957050108154,0.004023062870518485,3846.3807389908343,True,0.0005347255755080802,0.0037017584867332174,0.95,0.001995879706215744,ecoevolity,1.0008102160898522,4,root,0.003153965865575601,seed1234
True,0.00019260503061747507,0.0012892808744843142,3683.948193900281,True,0.00012951068750607274,0.0011574771433691187,0.95,0.0005983807703741263,ecoevolity,1.0004786261697558,4,T1,0.0002404919249571458,seed1234
True,0.0017540312169606381,0.005942278633784589,4000.0,True,0.0015721083807602662,0.005615408842517018,0.95,0.003529523664995335,ecoevolity,0.9996544042948496,4,T2,0.002284441478837873,seed1234
