method,replicate,true,mean,red_fac,ess,interval,ci_lower,ci_upper,ci_covered,hpd_lower,hpd_upper,hpd_covered,taxon,seed
ecoevolity,0,0.0011770592642778965,0.0018607836710104184,0.9997240112401196,3431.352806342631,0.95,0.0017213264146961132,0.002006857158890029,False,0.0017195959149756304,0.002004406331030452,False,T1,seed168
ecoevolity,0,0.002149916358150849,0.004179402759924003,1.000141587418898,4000.0,0.95,0.0039722545646524565,0.004391419726040047,False,0.00396865263179189,0.004385903203763177,False,T2,seed168
starbeast,0,0.0016174859124913287,0.001394633582127129,1.059960730763564,201.88157238970595,0.95,0.0005649180497687197,0.002625224879568963,True,0.0004866392252137087,0.0024655347974625137,True,root,seed168
starbeast,0,0.0011770592642778965,0.0018074684974771675,1.0000424984427674,1500.3592094040853,0.95,0.0015707910155988555,0.002070985201003928,False,0.001568699459344648,0.0020672311365867824,False,T1,seed168
starbeast,0,0.002149916358150849,0.003888615514666747,0.9998889693261108,3274.755474680843,0.95,0.003448211069978012,0.004387016196888878,False,0.0034256469926146594,0.004358574792229259,False,T2,seed168
ecoevolity,0,0.0039298017119628265,0.002004898610614733,1.0008563146703842,4000.0,0.95,0.0006664352381036277,0.004122564567249888,True,0.000443272282607329,0.0037764958385498562,False,root,seed109
ecoevolity,0,0.002044142121974772,0.003482089381858577,0.999546187605108,3601.722877633646,0.95,0.003298026494532921,0.003679884341181718,False,0.0033009132603466647,0.003680868520629103,False,T1,seed109
ecoevolity,0,0.001188040185340716,0.0016330980723923256,0.9999706934607092,3742.7803679900976,0.95,0.0015049308745937481,0.0017659173808562013,False,0.0015012933135697772,0.0017597493349557445,False,T2,seed109
starbeast,0,0.0039298017119628265,0.0015711499199921935,1.0004745309508447,190.9975637434098,0.95,0.0005814742444761528,0.003064513122851577,False,0.0004575756022476972,0.002774717154560635,False,root,seed109
starbeast,0,0.002044142121974772,0.0034607891528337697,0.9999750016406912,2500.1623792526857,0.95,0.003040766262991357,0.003922338672654596,False,0.003030712072458,0.0039064275370630465,False,T1,seed109
starbeast,0,0.001188040185340716,0.0016051788596846293,1.0089190342102443,1256.0141735061095,0.95,0.0013813191261417192,0.0018464776506936077,False,0.0013847555567878098,0.0018476690766412152,False,T2,seed109
ecoevolity,0,0.001976958187893661,0.001993339708705324,0.9998842384212436,4000.0,0.95,0.0006472606198252454,0.004113322978708169,True,0.000435835199005155,0.003755384595586685,True,root,seed24
ecoevolity,0,0.0013963420202697874,0.002244126390512513,0.999578068223896,4000.0,0.95,0.002092890676240748,0.002404022943249781,False,0.0020859286412070765,0.002394258468976773,False,T1,seed24
ecoevolity,0,0.0025786003010847764,0.005627286691127997,1.0006106671806398,3371.177502979269,0.95,0.005382888660058836,0.00588130106976859,False,0.005371538399051126,0.005862607002010379,False,T2,seed24
starbeast,0,0.001976958187893661,0.0014370801817280275,1.0005020020572373,199.44771012820004,0.95,0.0005903789807542435,0.0026733165989759147,True,0.00047007514214747237,0.002514304724216723,True,root,seed24
starbeast,0,0.0013963420202697874,0.002180743103026382,1.0000821842871284,1973.5383110059527,0.95,0.001904897677236363,0.002490539308809547,False,0.0019029818315467629,0.0024876741651700678,False,T1,seed24
starbeast,0,0.0025786003010847764,0.004954188273770386,1.0000154497604763,3013.8421025057255,0.95,0.004393716638079156,0.005539514030860365,False,0.004365382659199396,0.005507875951809931,False,T2,seed24
ecoevolity,0,0.0016468665398104518,0.00202967422609049,0.9996191936610572,4000.0,0.95,0.000674004355831605,0.004233231503236529,True,0.00048610133747633693,0.00385168862611065,True,root,seed44
ecoevolity,0,0.0014664236739557824,0.002645471769678193,0.9999446185842076,3609.74029908291,0.95,0.002479501435722316,0.002816856166126789,False,0.0024792398732779147,0.002815464440915308,False,T1,seed44
ecoevolity,0,0.0020295923892959407,0.0036547774574441686,0.99960659244393,3580.308556149011,0.95,0.003457011070759245,0.003859698967619361,False,0.0034554066834933954,0.003851722943267553,False,T2,seed44
starbeast,0,0.0016468665398104518,0.0012077617908183846,1.0002148980525774,218.5882612128305,0.95,0.0004757360904978657,0.0021795137244742077,True,0.0004451429191854173,0.00213440004802023,True,root,seed44
starbeast,0,0.0014664236739557824,0.002582373931074957,1.0002665158371526,2102.478798807958,0.95,0.002269357258224059,0.0029329426217622624,False,0.00225741006992158,0.002914399492359705,False,T1,seed44
starbeast,0,0.0020295923892959407,0.0035537366420954983,0.9998688838528328,2937.6346360706957,0.95,0.003132179847436781,0.004023352241374187,False,0.003131790462737895,0.0040167643203514476,False,T2,seed44
ecoevolity,0,0.0009691359047042027,0.002285744947718894,0.9999259441706536,2225.4693551940995,0.95,0.0006858490269377834,0.00526165499510016,True,0.0003977062592313222,0.004499572534239894,True,root,seed108
ecoevolity,0,0.002380178292201747,0.006153141932948232,1.0000921581335684,4000.0,0.95,0.0058737943147369395,0.006430453695527816,False,0.005882171982917728,0.006435647899344554,False,T1,seed108
ecoevolity,0,0.0024479440710599557,0.005657027354169961,0.9997820241665896,4000.0,0.95,0.005387518732813847,0.0059198860674457825,False,0.0054056891523620535,0.005931675814781256,False,T2,seed108
starbeast,0,0.0009691359047042027,0.001577262760194808,1.0078945733832037,285.8866271232265,0.95,0.0006944107199094549,0.0025929524148946693,True,0.0006297607139268013,0.0024841448055041146,True,root,seed108
starbeast,0,0.002380178292201747,0.00567383201034767,0.999993949569976,3526.537119097686,0.95,0.005035959324535114,0.0063838426691600475,False,0.005007190170699534,0.006340292254403977,False,T1,seed108
starbeast,0,0.0024479440710599557,0.005156612006506553,0.9999846094892952,3686.3973519178717,0.95,0.004565575868157893,0.0058194934168041825,False,0.0045608014488876455,0.0058085871116793295,False,T2,seed108
ecoevolity,0,0.0015529852339643412,0.0023081328808440896,1.0006443894013923,1896.9499680358715,0.95,0.0007051024757981,0.005193818714632483,True,0.00042672120855425933,0.0045043751134399975,True,root,seed41
ecoevolity,0,0.0010288392306334177,0.001657859663031402,1.000575586266977,3076.148540226794,0.95,0.001525860522280933,0.0017933038571332945,False,0.0015236416781293613,0.0017895430009213578,False,T1,seed41
ecoevolity,0,0.002616221386501058,0.006930820881609479,1.000399253398191,3541.137324929812,0.95,0.006629405795060736,0.007236294729056506,False,0.006617224760488438,0.007222226276861745,False,T2,seed41
starbeast,0,0.0015529852339643412,0.001388518778136872,1.0043428699714962,233.42823781316898,0.95,0.0006198540158454478,0.002384491888214116,True,0.0005800883516437228,0.002333919761760081,True,root,seed41
starbeast,0,0.0010288392306334177,0.001672147887173839,1.0033652970335962,1490.2703745046042,0.95,0.001446564394187524,0.0019283844630757407,False,0.0014302722371094866,0.0019053690741356161,False,T1,seed41
starbeast,0,0.002616221386501058,0.0063322270229195475,1.0007444817265314,3715.5740024394922,0.95,0.005619425707238701,0.007118468703960156,False,0.0056364534848766315,0.007131584289127947,False,T2,seed41
ecoevolity,0,0.0012728068181969356,0.0020220657932991074,1.0001010800422152,4000.0,0.95,0.0006221458873594391,0.004170865493002317,True,0.00041116834985627183,0.003725207116304703,True,root,seed31
ecoevolity,0,0.0010233883931681843,0.0016599379175363895,0.9997211726280624,4000.0,0.95,0.0015329845109265945,0.0017953519273366165,False,0.001535621171691863,0.0017962349073859048,False,T1,seed31
ecoevolity,0,0.0012754053230989125,0.0018554243896728988,0.999652178968486,2653.117562009874,0.95,0.0017182068192984528,0.001999464076650526,False,0.001722619200189462,0.0020023113234979408,False,T2,seed31
starbeast,0,0.0012728068181969356,0.001223350262225415,1.039389836685144,200.534496964668,0.95,0.000429528187233462,0.002263343865734455,True,0.0003146583395447701,0.0020799438263899555,True,root,seed31
starbeast,0,0.0010233883931681843,0.0016236706783487355,1.0004630513638415,1935.0588477255008,0.95,0.0014131069899681922,0.0018692817316639289,False,0.00140274487162553,0.0018577940419090765,False,T1,seed31
starbeast,0,0.0012754053230989125,0.001833266662345005,0.9999427190932022,1770.9016372841293,0.95,0.00159403645978414,0.0020972867193425142,False,0.0015923320442413054,0.0020944171357297546,False,T2,seed31
ecoevolity,0,0.0028918323210920228,0.00202413720851794,1.0005518909494515,4000.0,0.95,0.0006860690947069236,0.004202950854831071,True,0.0004742417275557619,0.0037227750948734045,True,root,seed125
ecoevolity,0,0.001974459082692315,0.0033090523726554692,0.9996863281243824,3124.267238442018,0.95,0.0031233826880674755,0.003494160863604607,False,0.0031271899799899198,0.003496285716392297,False,T1,seed125
ecoevolity,0,0.0019732642598217103,0.003308031030097617,1.0019556826329543,3569.710231788494,0.95,0.0031201021997845947,0.0034953352594549922,False,0.0031190510827303693,0.003493253216064585,False,T2,seed125
starbeast,0,0.0028918323210920228,0.0014237540951993533,1.019289554972303,275.061967641659,0.95,0.0005813679016333582,0.002602855193423449,False,0.0004954954429783519,0.00243398806814833,False,root,seed125
starbeast,0,0.001974459082692315,0.0032994111725234533,1.00027772858126,3758.5127269735854,0.95,0.002901142849898833,0.0037400660643607353,False,0.002893389121017173,0.0037286902255279156,False,T1,seed125
starbeast,0,0.0019732642598217103,0.003294097392844769,1.0008394685732118,2782.386008937085,0.95,0.002900357990988562,0.0037241514749301423,False,0.0028770118588527377,0.003693392995886889,False,T2,seed125
ecoevolity,0,0.0017039838587527226,0.00780370418709856,0.9997706098552228,2534.2084122827287,0.95,0.007379740992872017,0.00824446084543056,False,0.007370093532894022,0.008222257846800054,False,root,seed79
ecoevolity,0,0.0009529370526147102,0.0010392862467050827,1.0005976319350829,1792.540674244359,0.95,0.0008605170780409545,0.001226655045007681,True,0.0008524206901121304,0.0012171712352772352,True,T1,seed79
ecoevolity,0,0.0028342737647289377,0.0032211044877339967,1.000554781097602,1691.8822285562849,0.95,0.002628230360047869,0.0038349268362882906,True,0.002592319773040235,0.0037874249729277438,True,T2,seed79
starbeast,0,0.0017039838587527226,0.00577161875746613,1.0018204995019069,2078.527317752143,0.95,0.005097514383664481,0.0065149539702317955,False,0.005072256303589672,0.00648085979688782,False,root,seed79
starbeast,0,0.0009529370526147102,0.001551088270082146,0.9999748713664116,1712.503369124803,0.95,0.001318127595664431,0.0018152508579440641,False,0.0013122375209681605,0.0018055041647637414,False,T1,seed79
starbeast,0,0.0028342737647289377,0.004722747622500929,1.0001034623060847,1929.4035546349055,0.95,0.003906532380685234,0.005700154433902096,False,0.0039020836283187657,0.005687022976619925,False,T2,seed79
ecoevolity,0,0.0019795567094845028,0.008862257378574987,1.028837648273397,189.3693292555077,0.95,0.0012000314083372313,0.013892994465889149,True,0.0013037713621505242,0.013956968128918308,True,root,seed199
ecoevolity,0,0.0019879637912446433,0.0034894112486002805,1.0073523773328572,464.6040670256245,0.95,0.003229314378509651,0.0037509212728411077,False,0.0032191793619278236,0.0037336432930220407,False,T1,seed199
ecoevolity,0,0.0035791223697645242,0.008655410227219948,1.018505615282769,245.02949618768818,0.95,0.007612863751204814,0.009659406780795066,False,0.007651401570793396,0.009684118467366049,False,T2,seed199
starbeast,0,0.0019795567094845028,0.003767851972553738,1.004763260722898,807.1851332548648,0.95,0.0027504928946044285,0.004961921459075906,False,0.0027215857553580768,0.0049147851040412475,False,root,seed199
starbeast,0,0.0019879637912446433,0.003410390175148264,1.000664322977599,3514.960661149365,0.95,0.003003854865340752,0.0038593275010967744,False,0.002999156196923968,0.003851686254813968,False,T1,seed199
starbeast,0,0.0035791223697645242,0.008272247126805575,1.0001671292207843,3979.7142390669533,0.95,0.007340138308721752,0.009291813841096874,False,0.007358076119430775,0.009302367118603695,False,T2,seed199
ecoevolity,0,0.002611005393239136,0.00943214407493896,1.000267991311498,3021.8378827339093,0.95,0.007946551820022458,0.01078203762746732,False,0.008125577811437116,0.010933240245078264,False,root,seed190
ecoevolity,0,0.0007389506667875011,0.0009939611938009683,1.0017999009183076,4000.0,0.95,0.0008970689325028266,0.0010961121417195519,False,0.0008996480006702421,0.001097065468981888,False,T1,seed190
ecoevolity,0,0.002854792376675696,0.006630957265391576,1.000531725535379,3276.5250651633446,0.95,0.005898502860156351,0.007370868530196226,False,0.005906840095630442,0.007375070365581278,False,T2,seed190
starbeast,0,0.002611005393239136,0.009523138252010706,1.0003807177464397,3302.749495013282,0.95,0.008174292842570484,0.01101570077094894,False,0.008151270877143573,0.010973433772529026,False,root,seed190
starbeast,0,0.0007389506667875011,0.0010187352353651926,1.0000913878516249,1452.5679782711222,0.95,0.0008683686647084001,0.0011864136916857958,False,0.0008639538219938147,0.0011780330819930675,False,T1,seed190
starbeast,0,0.002854792376675696,0.005005492645871097,0.9999321597575188,2392.2868535699467,0.95,0.004335906456157868,0.005767665141827861,False,0.0043030619895357645,0.005703541774049604,False,T2,seed190
ecoevolity,0,0.001043203773390583,0.0021758034993373,1.0012380757732484,2984.6868567999486,0.95,0.0006832528778790133,0.004694347937531792,True,0.0005349611741193637,0.004317384222895231,True,root,seed82
ecoevolity,0,0.001976715452509296,0.004846396046059518,1.000039788323766,4000.0,0.95,0.004607239404481552,0.005079438821283371,False,0.004620427127993061,0.005090335696520131,False,T1,seed82
ecoevolity,0,0.0015690880099605744,0.00356671904895196,0.9998966681176776,4000.0,0.95,0.003373256398828013,0.003762186775541971,False,0.003383865092744121,0.003769427554474561,False,T2,seed82
starbeast,0,0.001043203773390583,0.0013717360245401248,1.0083242254566904,205.4772583036065,0.95,0.0005467578275430559,0.0023473029467054483,True,0.0005122274580692238,0.00229264016743193,True,root,seed82
starbeast,0,0.001976715452509296,0.004439429284557928,1.0004936370691977,3244.534266044877,0.95,0.003941586033357911,0.005014873386802815,False,0.003931061641476136,0.004988842135688468,False,T1,seed82
starbeast,0,0.0015690880099605744,0.003372384401190696,1.000150527892145,2672.368058653833,0.95,0.002967949734770024,0.003809496984873461,False,0.00295149742147748,0.00378483256262242,False,T2,seed82
ecoevolity,0,0.0014035468358271944,0.002026033920151485,0.9995351474554528,4000.0,0.95,0.0006617284686099745,0.00412208519906801,True,0.000551797386129828,0.003845956989036897,True,root,seed65
ecoevolity,0,0.002594545401317435,0.004941663587548885,0.999781534643568,3678.0282142278807,0.95,0.0047178658589166365,0.005173852809427625,False,0.004721831390378954,0.0051758906144451925,False,T1,seed65
ecoevolity,0,0.002818314416620797,0.005964175107283049,0.99965422863807,4000.0,0.95,0.0057049908010454575,0.006220914970522525,False,0.005720315850065042,0.006233019765408357,False,T2,seed65
starbeast,0,0.0014035468358271944,0.0014153187453251035,0.9999395790622958,184.69476027770173,0.95,0.0004591655877168454,0.002767884538523585,True,0.00033886155977174847,0.002505951437572522,True,root,seed65
starbeast,0,0.002594545401317435,0.004761603261733633,0.9998857279095582,2780.00624937413,0.95,0.0042193775074532034,0.005372006207236362,False,0.004196771126769786,0.005333595006634611,False,T1,seed65
starbeast,0,0.002818314416620797,0.005543501422681626,1.000526735012645,3776.7320683261987,0.95,0.004923989029273066,0.00624086268438525,False,0.00489664486240626,0.006205349177727945,False,T2,seed65
ecoevolity,0,0.0021332603170907878,0.0020107133612713747,0.999556817396396,3598.4490000473525,0.95,0.0006042659739527506,0.0042022863604808045,True,0.0004561190074737613,0.0038468302299843947,True,root,seed174
ecoevolity,0,0.0018556131005935711,0.003152805990341289,1.0001165589641008,4000.0,0.95,0.002971208531501588,0.0033350515490522662,False,0.00296693749683528,0.0033292832433945525,False,T1,seed174
ecoevolity,0,0.00139131334496481,0.002096263146993873,0.9999077018191868,4000.0,0.95,0.0019483361959166227,0.0022476294381208167,False,0.0019477495801592094,0.002246307048087882,False,T2,seed174
starbeast,0,0.0021332603170907878,0.0012879086250743785,0.9999310766339417,177.94493879660232,0.95,0.00047957480997172616,0.002426434268910385,True,0.0003947346093432936,0.0022606242427320213,True,root,seed174
starbeast,0,0.0018556131005935711,0.003138689763218756,1.0008064871346185,2397.392314937168,0.95,0.002761915345129379,0.0035715268024276467,False,0.002761825205509281,0.0035704400210191827,False,T1,seed174
starbeast,0,0.00139131334496481,0.002066055838397285,0.9999331424974036,2381.771599418924,0.95,0.0018105103786635343,0.002352826254053053,False,0.001799071224508425,0.0023369056763637604,False,T2,seed174
ecoevolity,0,0.0021471942143419962,0.0020525146672179927,1.000609361349023,3140.124537459814,0.95,0.0006526783009146014,0.004174954485165736,True,0.0004506843127638925,0.0038421030083736867,True,root,seed73
ecoevolity,0,0.0036172123263204813,0.009032822456303732,0.999761058662063,3969.9361203645417,0.95,0.008705805278782541,0.00936081363449881,False,0.008683674596092506,0.009336827883462255,False,T1,seed73
ecoevolity,0,0.0021931539924546443,0.003811318161849882,1.0002856538050646,4000.0,0.95,0.003608463621221043,0.004019002028519622,False,0.003601432074954239,0.004008037370809071,False,T2,seed73
starbeast,0,0.0021471942143419962,0.0016536049934178466,1.0021874498277328,227.12506641722987,0.95,0.0006432207823432687,0.0029525345541596302,True,0.00053820371820206,0.002795233526894763,True,root,seed73
starbeast,0,0.0036172123263204813,0.007994651029394714,1.0033553015573449,3170.180488146592,0.95,0.007152448917570274,0.008908554697270397,False,0.007124070553772047,0.00886572988470648,False,T1,seed73
starbeast,0,0.0021931539924546443,0.0036224825534656524,1.0015973615824203,2005.1794418219085,0.95,0.003198688794002212,0.0040968053349889795,False,0.0031922022922431506,0.0040851227329930795,False,T2,seed73
ecoevolity,0,0.001972580123994948,0.002012554134241669,1.0000216420834214,3348.8060293463564,0.95,0.0006735593541632588,0.004081561945764953,True,0.0005042547410608389,0.003772037642262031,True,root,seed58
ecoevolity,0,0.001690824130320797,0.002586764349311975,0.9998807516749116,4000.0,0.95,0.002413552279277256,0.002756780605251011,False,0.002424735303140549,0.0027643655307442267,False,T1,seed58
ecoevolity,0,0.0008591159284549724,0.0011317602250465956,1.0015777928783207,3591.2510136631868,0.95,0.0010253082539214502,0.0012435418685377245,False,0.0010263821241746436,0.001243967518907304,False,T2,seed58
starbeast,0,0.001972580123994948,0.001491456031559918,1.000230405581783,205.6144749602506,0.95,0.0005586576021770443,0.0029675873861441,True,0.00041025267350958903,0.0026984192563218354,True,root,seed58
starbeast,0,0.001690824130320797,0.0024810636749967225,1.0001875117706358,2742.2260582436525,0.95,0.0021648853980750647,0.002833314719640777,False,0.002160176302888814,0.002825705782878536,False,T1,seed58
starbeast,0,0.0008591159284549724,0.001150310797681813,1.00229571797505,1215.8667598391971,0.95,0.0009815079121293442,0.0013353965339512484,False,0.0009720814914789097,0.0013232168537705572,False,T2,seed58
ecoevolity,0,0.003333006294314007,0.0020051973758448663,1.0009730195005362,4000.0,0.95,0.000666300243735498,0.004113114441040192,True,0.0004609448686858085,0.003699351061360972,True,root,seed99
ecoevolity,0,0.0012926413398132036,0.0017913511583663735,1.0005459186410133,4000.0,0.95,0.001660604677062815,0.0019270739233337645,False,0.0016547502295319904,0.001919707810520979,False,T1,seed99
ecoevolity,0,0.0012037442834154533,0.0017371687535909775,0.9997426724613344,3793.848804533048,0.95,0.0016083077697307373,0.0018757607210246106,False,0.0016073657147111006,0.001873133122274665,False,T2,seed99
starbeast,0,0.003333006294314007,0.0011595188466140985,1.0072214061071432,218.84545254957683,0.95,0.0004522485887525249,0.0021394855632356265,False,0.0003788119802311189,0.00199760927097303,False,root,seed99
starbeast,0,0.0012926413398132036,0.0017945320621667387,0.99992647306852,1771.4988040440928,0.95,0.00155836451011816,0.0020575088129600647,False,0.0015509187435214665,0.002046417352486703,False,T1,seed99
starbeast,0,0.0012037442834154533,0.001750857314745431,1.0002824026889985,1710.813126168673,0.95,0.0015240731985843453,0.002012489953990571,False,0.0015230024595320596,0.0020099473897611203,False,T2,seed99
ecoevolity,0,0.001714228929697772,0.002022736575375977,1.000146199947221,4000.0,0.95,0.0006413246367384099,0.004120330976437512,True,0.0005271650184884768,0.003836789220654387,True,root,seed126
ecoevolity,0,0.0031742709410383955,0.006625422752476261,1.0003077000012957,4000.0,0.95,0.006354404978102749,0.0068867724320820075,False,0.006354634192895618,0.0068867724320820075,False,T1,seed126
ecoevolity,0,0.0020428818076755843,0.0036016793073704507,1.0004525369951185,3724.000170728788,0.95,0.003415875095783916,0.0038049117421986656,False,0.0034181388494295873,0.003806514558765112,False,T2,seed126
starbeast,0,0.001714228929697772,0.0012157351891083205,1.0215352545623948,186.77036847736161,0.95,0.00046856819544127893,0.0023715637379740236,True,0.00039335384700274153,0.002172389536332428,True,root,seed126
starbeast,0,0.0031742709410383955,0.006303107725052481,0.9998860748626656,4988.6781428538225,0.95,0.005593905392579455,0.007062472275512904,False,0.005569464441504965,0.007030287253356984,False,T1,seed126
starbeast,0,0.0020428818076755843,0.0035162127377017685,1.00004874650661,2755.2906776382665,0.95,0.003089118658445209,0.003975416933146836,False,0.003085618108230337,0.003968552723794402,False,T2,seed126
ecoevolity,0,0.003130991964023839,0.0020248415028640077,1.0008657456038696,3285.4892130816856,0.95,0.0006636073771496676,0.004161431963925544,True,0.00047220904640568086,0.003753524657090093,True,root,seed137
ecoevolity,0,0.0015532447857015135,0.002300733808190018,1.0002130908136124,4000.0,0.95,0.0021535266728511296,0.00245770290850359,False,0.0021529426692263143,0.0024565502008229057,False,T1,seed137
ecoevolity,0,0.0017461965420582158,0.002641172718635286,0.9998052787491638,3956.9035417604696,0.95,0.002472853245015132,0.0028056578378785626,False,0.002481994522021848,0.0028143894262872365,False,T2,seed137
starbeast,0,0.003130991964023839,0.0014184325672046306,1.0071865687404018,174.86727885268718,0.95,0.0005401824544711821,0.002698977511103504,False,0.00044103377378142285,0.002525302266614864,False,root,seed137
starbeast,0,0.0015532447857015135,0.0022485376750422986,1.0000738121412518,1748.4630740503835,0.95,0.0019536456755711944,0.002571944928589389,False,0.0019436557714443696,0.002555581823615911,False,T1,seed137
starbeast,0,0.0017461965420582158,0.00256385981995806,0.9999782066337122,2278.594813296012,0.95,0.0022477368561971095,0.002916538695654733,False,0.0022477368561971095,0.0029157611895937225,False,T2,seed137
ecoevolity,0,0.0027913710336511664,0.0020080811819158323,0.999671135833034,4000.0,0.95,0.00064787783186687,0.004254087212279987,True,0.0005308117803698301,0.0039352911663019215,True,root,seed141
ecoevolity,0,0.0013226215806309062,0.0019529263454161575,0.9995399861341834,3760.861032194613,0.95,0.0018129475128780945,0.00209889439489032,False,0.0018115649228250207,0.002096561395638948,False,T1,seed141
ecoevolity,0,0.0013971508582810738,0.002002152999161005,1.000284937436562,4000.0,0.95,0.0018588759880583487,0.0021468181061268373,False,0.0018601342307323558,0.002147279166291688,False,T2,seed141
starbeast,0,0.0027913710336511664,0.0013460183008441944,1.000594597803304,237.98642883502305,0.95,0.0005468600844418961,0.0024506056846746987,False,0.0004571382373626499,0.002298848604984173,False,root,seed141
starbeast,0,0.0013226215806309062,0.0019376805620025086,0.9999590196016684,2014.6820788926086,0.95,0.0016866817563617954,0.002215546227784009,False,0.0016844724912575251,0.002211845497917416,False,T1,seed141
starbeast,0,0.0013971508582810738,0.0020384678722521984,0.9999670024043256,1943.9056062242678,0.95,0.0017774233890700019,0.0023251223568504227,False,0.0017728277722702714,0.002319083913063441,False,T2,seed141
ecoevolity,0,0.002777595284273111,0.013955889426245146,1.0000124065867453,2558.2539395846184,0.95,0.013151408834527522,0.014763256802614566,False,0.01313473726221856,0.014736948712775363,False,root,seed66
ecoevolity,0,0.0026734494561937807,0.003804040047674353,1.0003869709144473,2224.519680977076,0.95,0.0034018226041572447,0.0042114374380850285,False,0.0033968951373771128,0.004202275301075648,False,T1,seed66
ecoevolity,0,0.0017086498747356591,0.00240464220123306,1.0003537966831897,2275.8055305424327,0.95,0.002157401483287548,0.002656610134588511,False,0.002157401483287548,0.002656575162277824,False,T2,seed66
starbeast,0,0.002777595284273111,0.01016874746756384,1.0000787364407684,3268.9954507084385,0.95,0.008878181009702932,0.01161337974110534,False,0.008872238099499875,0.011600484326664216,False,root,seed66
starbeast,0,0.0026734494561937807,0.004529624181391276,1.0002634488213555,3197.7252482269105,0.95,0.003931288711830696,0.005193428769983946,False,0.003930649066206197,0.005187449276023824,False,T1,seed66
starbeast,0,0.0017086498747356591,0.002761085664570727,1.0001013369641178,2275.991254113429,0.95,0.002401320470582685,0.003170735244755962,False,0.002385788544180296,0.0031448804988236426,False,T2,seed66
ecoevolity,0,0.003230271214195216,0.010855526242432705,1.0002302732612196,2279.8401972512884,0.95,0.010421572281524998,0.01130121239409499,False,0.010416481517519135,0.011287352481624116,False,root,seed118
ecoevolity,0,0.004192353231667057,0.004567258983675089,1.000730675083065,2373.167752004881,0.95,0.0036341957090187337,0.005617106340425728,True,0.0035606628110269717,0.005511287203150823,True,T1,seed118
ecoevolity,0,0.0031138741986033018,0.004734243687124146,0.9999114951781356,2208.062646609098,0.95,0.003745973794161272,0.0058182118080391575,False,0.0037337292308292154,0.005797209610474215,False,T2,seed118
starbeast,0,0.003230271214195216,0.008573901792499245,0.9999483243778772,2247.285555528049,0.95,0.007768892695037586,0.009445953553562831,False,0.0077158600055908765,0.009371117663083541,False,root,seed118
starbeast,0,0.004192353231667057,0.004944368509208221,0.9999806745400424,2016.3375855426145,0.95,0.003990466534265439,0.006064501225212488,True,0.003982721385551126,0.006043890234022096,True,T1,seed118
starbeast,0,0.0031138741986033018,0.004325345795544997,1.0000331341724655,1816.149175357539,0.95,0.0035097623560037647,0.005291161558904171,False,0.0034652048439193874,0.005222222184825793,False,T2,seed118
ecoevolity,0,0.002765572824316767,0.0020248080043406827,1.0000393055047645,3668.922670854283,0.95,0.0006560983370835952,0.004153838450031889,True,0.0004533920128757233,0.0037856093925259134,True,root,seed57
ecoevolity,0,0.0021279133679805067,0.0037483823789609453,0.9997482488209688,4000.0,0.95,0.00355661113467084,0.003951894616730629,False,0.0035578856692620405,0.003952462906819058,False,T1,seed57
ecoevolity,0,0.0023421295512859345,0.004502470174877968,0.9997837110413254,4000.0,0.95,0.0042864664494491524,0.004727179524586568,False,0.004295084918144581,0.004733007432569604,False,T2,seed57
starbeast,0,0.002765572824316767,0.0016182208191627815,1.0260961896470353,207.81630666586003,0.95,0.0006683297120511388,0.0029069212631521978,True,0.000600853248100826,0.0027628779757834145,False,root,seed57
starbeast,0,0.0021279133679805067,0.0035869597988349147,1.0000449615524427,3338.4496776238143,0.95,0.0031539144235684076,0.004062947462521108,False,0.0031353582422945967,0.00404164553219707,False,T1,seed57
starbeast,0,0.0023421295512859345,0.004167855222722239,1.000559288054356,3093.8761667957256,0.95,0.0036863410588243157,0.00468620040519841,False,0.003687781685649389,0.00468620040519841,False,T2,seed57
ecoevolity,0,0.0012018078227815686,0.0020129993086234824,0.9997912713557898,3609.386987631101,0.95,0.0006486937580167431,0.004078690857722416,True,0.0005589858632495458,0.003808854017153189,True,root,seed155
ecoevolity,0,0.0020644195055710022,0.004014025052364886,1.0002697582567763,3600.2931578938237,0.95,0.00380768575035471,0.004213770842791712,False,0.003812403955779344,0.0042165617984490904,False,T1,seed155
ecoevolity,0,0.002404089926968359,0.005590727728460863,1.0011696150307732,3877.8583808299763,0.95,0.005345895120985814,0.005843113068570102,False,0.0053405035661456424,0.005832264883850434,False,T2,seed155
starbeast,0,0.0012018078227815686,0.0013290598900687245,1.005560596898986,243.10068792034454,0.95,0.0005765302889368187,0.002323644694408157,True,0.0005169617522953583,0.0022111816809158133,True,root,seed155
starbeast,0,0.0020644195055710022,0.0038109035920659657,0.999935071090592,2880.2687676242745,0.95,0.003363778288957877,0.004311173368776664,False,0.003356213250351835,0.004295171145027282,False,T1,seed155
starbeast,0,0.002404089926968359,0.0052111169151215,0.9998684369412132,4873.1173031466205,0.95,0.004649030079334875,0.005845026145722623,False,0.0046348389782163895,0.005825691749492989,False,T2,seed155
ecoevolity,0,0.001142595530301126,0.0020515071768006737,0.9997301127424321,3833.6853523799764,0.95,0.0006500460833011338,0.004145637487526679,True,0.0005819722790580216,0.003948337054652666,True,root,seed9
ecoevolity,0,0.0009994477035341286,0.0016123882112091886,0.9999906267788572,4000.0,0.95,0.0014804257084094215,0.0017476670015632953,False,0.001479291642702019,0.0017446117406504614,False,T1,seed9
