method,replicate,true,mean,red_fac,ess,interval,ci_lower,ci_upper,ci_covered,hpd_lower,hpd_upper,hpd_covered,seed
starbeast,0,0.06817144902470539,0.0883193242908462,0.9999966572890366,545.0557507236865,0.95,0.08645164783633105,0.0901422998086179,False,0.08643845367769365,0.0901205840696128,False,seed174
ecoevolity,0,0.03470800182634685,0.046068392127846185,1.0011007669944,3281.7915861504903,0.95,0.043722596873865,0.04787802019858475,False,0.04389828104098743,0.04796733861337571,False,seed73
starbeast,0,0.03470800182634685,0.04647702222103888,1.0020476165094463,381.75184917853636,0.95,0.04493789266290922,0.047907911871712464,False,0.044942265412785454,0.047907911871712464,False,seed73
ecoevolity,0,0.14357630255268458,0.17726257305727475,1.0002087360805214,3366.608239291804,0.95,0.17403448647008507,0.18041474113053887,False,0.17425404325251664,0.18060932680724914,False,seed58
starbeast,0,0.14357630255268458,0.17781967960874218,1.000195949637681,1015.4528439142143,0.95,0.17476811412542076,0.1807181192098404,False,0.17474871267782194,0.18067165311821726,False,seed58
ecoevolity,0,0.037837651250878415,0.05745939044135291,1.001265774300144,3541.9019728900817,0.95,0.05510543973811958,0.0593783763174131,False,0.05529227136204424,0.05947202799882499,False,seed99
starbeast,0,0.037837651250878415,0.05829184317342832,1.0008280588289602,605.5247110885363,0.95,0.0567924935134905,0.059661534215660825,False,0.056840694048125175,0.05969027876733138,False,seed99
ecoevolity,0,0.056555283579513435,0.07084686063304614,1.0007588198356,4000.0,0.95,0.06838657686915761,0.07284463251167272,False,0.06860391132051477,0.07301971669880128,False,seed126
starbeast,0,0.056555283579513435,0.07153753899297775,1.0041080434265184,512.8538251752226,0.95,0.0699131420138675,0.07305889257451223,False,0.06991003708712956,0.0730510450836764,False,seed126
ecoevolity,0,0.10069024502300686,0.12904861345147242,0.9999007732255354,4000.0,0.95,0.1261007815463519,0.1316861937249458,False,0.1264596918273382,0.13194672854198486,False,seed137
starbeast,0,0.10069024502300686,0.12945000912184235,1.000429959360233,787.4333694978359,0.95,0.12707084658742848,0.13180260535339666,False,0.12721148242842512,0.13191759420764854,False,seed137
ecoevolity,0,0.052632550334741034,0.07300755512218128,0.999634100535124,4000.0,0.95,0.07055136784307729,0.07503401230338384,False,0.07081538230282505,0.07522799615464726,False,seed141
starbeast,0,0.052632550334741034,0.0736570282814586,0.9999511891055513,638.8899007405346,0.95,0.07196030710187831,0.07524383769642358,False,0.07197828375417556,0.07524955581466451,False,seed141
ecoevolity,0,0.005001513545787785,0.0044788609845699545,1.0002654651116831,1997.206420665131,0.95,0.0039266821736409965,0.005027252576786489,True,0.003919226906112876,0.005017469434757839,True,seed66
starbeast,0,0.005001513545787785,0.005114658750520101,1.0008101573402344,809.0449513968013,0.95,0.004577630642353594,0.00565291939807914,True,0.004550983264190222,0.005620326593937013,True,seed66
ecoevolity,0,0.0013333159909772769,0.0009936603592909982,1.0008161010875023,2124.8901328163925,0.95,0.0007900812521916447,0.0012101272559230756,False,0.0007946989171165323,0.0012120898361013385,False,seed118
starbeast,0,0.0013333159909772769,0.0012725056905735618,0.9999855172818412,478.4090988623314,0.95,0.001078589712461154,0.0014626942999089265,True,0.0010772112348089089,0.0014579163959611671,True,seed118
ecoevolity,0,0.02872716486282205,0.04351391097164331,1.0001570008125509,3177.687415835755,0.95,0.04123813674214482,0.045215192330707504,False,0.04131906853980248,0.04522909320661672,False,seed57
starbeast,0,0.02872716486282205,0.0438141982232232,1.0138856106298102,342.9113356360828,0.95,0.04227015359272762,0.04518568527276079,False,0.042346955688742284,0.045223732566929006,False,seed57
ecoevolity,0,0.02680230391454073,0.03462845341291084,0.99981479526275,4000.0,0.95,0.03244958978570879,0.036215114070276604,False,0.03268736251323676,0.03632642134048164,False,seed155
starbeast,0,0.02680230391454073,0.03529595757195297,1.0032330966565548,431.6503986404439,0.95,0.034090176815848465,0.03643496352572019,False,0.034098454707278916,0.03644018276878494,False,seed155
ecoevolity,0,0.04640536649723629,0.057126639768459164,1.0000994148225257,3810.57505850156,0.95,0.05480033450082397,0.05901393071077025,False,0.054892276843475536,0.05906781914443019,False,seed9
