method,replicate,true,mean,red_fac,ess,interval,ci_lower,ci_upper,ci_covered,hpd_lower,hpd_upper,hpd_covered,seed
starbeast,0,0.07864997666581916,0.06208784667965522,1.0020682151782194,615.2176673756667,0.95,0.0605771019912231,0.06353987388202215,False,0.06056706980905546,0.06352250944593058,False,seed132
ecoevolity,0,0.14764409514563573,0.11814716059251493,0.9997732967726896,3234.902365133241,0.95,0.11538926445074554,0.12070081542755193,False,0.11545534769492215,0.12072771752437438,False,seed117
starbeast,0,0.14764409514563573,0.11885104083879228,1.0003508971060924,899.8905839819513,0.95,0.11666618755108615,0.12100543712039465,False,0.11666198684616,0.1209937985323138,False,seed117
ecoevolity,0,0.11901070422594776,0.09459698158061193,1.000095288556745,4000.0,0.95,0.09197495431395072,0.09679077273362033,False,0.092008432610356,0.09679486136627062,False,seed160
starbeast,0,0.11901070422594776,0.09543153610459727,0.9998772777965144,658.9534856162684,0.95,0.0934832815737912,0.09727454854416707,False,0.09355857039617632,0.09733650576747882,False,seed160
ecoevolity,0,0.016288297722412446,0.00903886494534899,1.0000260727623544,3508.9232801840503,0.95,0.0070113131450693115,0.01048724817233764,False,0.007248070468713214,0.010618563191908304,False,seed67
starbeast,0,0.016288297722412446,0.01052911325899961,1.0004672688194352,528.9925206865792,0.95,0.00995766103663573,0.01107276190638644,False,0.00996210856992802,0.011075313548631371,False,seed67
ecoevolity,0,0.004633693657706084,0.0018885191221921017,1.0000832562949842,3560.334106564361,0.95,0.0014125077357266902,0.002430051434718054,False,0.00138753521949432,0.0024009809438889475,False,seed55
starbeast,0,0.004633693657706084,0.0024349996659339284,1.0022533456578164,498.8993477609087,0.95,0.0021615960433050505,0.0027042952562496853,False,0.0021609501898435697,0.0027028235499772808,False,seed55
ecoevolity,0,0.05155825577695683,0.03675870465526188,0.9999228532872034,4000.0,0.95,0.03449639054059809,0.03845954335292725,False,0.03471686253743022,0.03856924279683497,False,seed12
starbeast,0,0.05155825577695683,0.03796087119212292,1.0131746123885912,563.3455280836409,0.95,0.036852730003276366,0.039042727144143786,False,0.03686593352413913,0.03904850862141163,False,seed12
ecoevolity,0,0.014037272544059712,0.007518280770125524,0.9999480383420191,1967.196333392059,0.95,0.005399126541265877,0.008931868383653925,False,0.0057269643044025155,0.009108143854398641,False,seed173
starbeast,0,0.014037272544059712,0.009034619785247628,1.0095178370692897,447.16263681502664,0.95,0.00846808304579908,0.009578595771543713,False,0.0084608030297171,0.009564614598100913,False,seed173
ecoevolity,0,0.08319966534703227,0.06507721663186289,1.0010712729845992,2822.5360135283113,0.95,0.06257236798717195,0.06700206302471305,False,0.06278263459263081,0.06710052974136542,False,seed10
starbeast,0,0.08319966534703227,0.06598557620673264,1.007043062604337,719.9566393048407,0.95,0.06440120891944974,0.06746766082188603,False,0.06449350428000272,0.06754440290002231,False,seed10
ecoevolity,0,0.11974510793377252,0.095610369723889,1.0007305906759836,3320.826655504941,0.95,0.09311643941274172,0.09783937861617187,False,0.09314351093052543,0.09785011550334942,False,seed3
